3.976562500000000000e+00,3.988281199999999860e+00,3.992187500000000000e+00,2.003906199999999860e+00,2.003906199999999860e+00,2.000000000000000000e+00,2.003906199999999860e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.003906199999999860e+00,2.007812500000000000e+00,4.328125000000000000e+00,3.886718800000000140e+00,3.886718800000000140e+00,3.871093800000000140e+00,3.882812500000000000e+00,3.996093800000000140e+00,3.992187500000000000e+00,3.988281199999999860e+00
3.980468800000000140e+00,3.992187500000000000e+00,3.996093800000000140e+00,2.007812500000000000e+00,2.007812500000000000e+00,2.003906199999999860e+00,2.007812500000000000e+00,2.003906199999999860e+00,2.003906199999999860e+00,2.003906199999999860e+00,2.003906199999999860e+00,0.000000000000000000e+00,2.003906199999999860e+00,4.332031200000000304e+00,3.890625000000000000e+00,3.890625000000000000e+00,3.875000000000000000e+00,3.886718800000000140e+00,4.000000000000000000e+00,3.996093800000000140e+00,3.992187500000000000e+00
3.984375000000000000e+00,3.996093800000000140e+00,4.000000000000000000e+00,2.011718800000000140e+00,2.011718800000000140e+00,2.007812500000000000e+00,2.011718800000000140e+00,2.007812500000000000e+00,2.007812500000000000e+00,2.007812500000000000e+00,2.007812500000000000e+00,2.003906199999999860e+00,0.000000000000000000e+00,4.335937500000000000e+00,3.894531199999999860e+00,3.894531199999999860e+00,3.878906199999999860e+00,3.890625000000000000e+00,4.003906200000000304e+00,4.000000000000000000e+00,3.996093800000000140e+00
6.710937500000000000e+00,6.722656200000000304e+00,6.726562500000000000e+00,4.738281200000000304e+00,4.738281200000000304e+00,4.734375000000000000e+00,4.738281200000000304e+00,4.734375000000000000e+00,4.734375000000000000e+00,4.328125000000000000e+00,4.328125000000000000e+00,4.332031200000000304e+00,4.335937500000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.984375000000000000e+00,1.996093799999999918e+00,1.988281200000000082e+00,1.984375000000000000e+00,1.980468799999999918e+00
6.269531200000000304e+00,6.281250000000000000e+00,6.285156200000000304e+00,4.296875000000000000e+00,4.296875000000000000e+00,4.292968799999999696e+00,4.296875000000000000e+00,4.292968799999999696e+00,4.292968799999999696e+00,3.886718800000000140e+00,3.886718800000000140e+00,3.890625000000000000e+00,3.894531199999999860e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.984375000000000000e+00,1.996093799999999918e+00,1.992187500000000000e+00,1.988281200000000082e+00,1.984375000000000000e+00
6.269531200000000304e+00,6.281250000000000000e+00,6.285156200000000304e+00,4.296875000000000000e+00,4.296875000000000000e+00,4.292968799999999696e+00,4.296875000000000000e+00,4.292968799999999696e+00,4.292968799999999696e+00,3.886718800000000140e+00,3.886718800000000140e+00,3.890625000000000000e+00,3.894531199999999860e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.984375000000000000e+00,1.996093799999999918e+00,2.109375000000000000e+00,3.875000000000000000e+00,3.871093800000000140e+00
6.253906200000000304e+00,6.265625000000000000e+00,6.269531200000000304e+00,4.281250000000000000e+00,4.281250000000000000e+00,4.277343799999999696e+00,4.281250000000000000e+00,4.277343799999999696e+00,4.277343799999999696e+00,3.871093800000000140e+00,3.871093800000000140e+00,3.875000000000000000e+00,3.878906199999999860e+00,1.984375000000000000e+00,1.984375000000000000e+00,1.984375000000000000e+00,0.000000000000000000e+00,2.011718800000000140e+00,2.125000000000000000e+00,3.859375000000000000e+00,3.855468800000000140e+00
6.265625000000000000e+00,6.277343799999999696e+00,6.281250000000000000e+00,4.292968799999999696e+00,4.292968799999999696e+00,4.289062500000000000e+00,4.292968799999999696e+00,4.289062500000000000e+00,4.289062500000000000e+00,3.882812500000000000e+00,3.882812500000000000e+00,3.886718800000000140e+00,3.890625000000000000e+00,1.996093799999999918e+00,1.996093799999999918e+00,1.996093799999999918e+00,2.011718800000000140e+00,0.000000000000000000e+00,1.886718799999999918e+00,2.007812500000000000e+00,2.011718800000000140e+00
6.378906200000000304e+00,6.390625000000000000e+00,6.394531200000000304e+00,4.406250000000000000e+00,4.406250000000000000e+00,4.402343799999999696e+00,4.406250000000000000e+00,4.402343799999999696e+00,4.402343799999999696e+00,3.996093800000000140e+00,3.996093800000000140e+00,4.000000000000000000e+00,4.003906200000000304e+00,1.988281200000000082e+00,1.992187500000000000e+00,2.109375000000000000e+00,2.125000000000000000e+00,1.886718799999999918e+00,0.000000000000000000e+00,2.003906199999999860e+00,2.007812500000000000e+00
6.375000000000000000e+00,6.386718799999999696e+00,6.390625000000000000e+00,4.402343799999999696e+00,4.402343799999999696e+00,4.398437500000000000e+00,4.402343799999999696e+00,4.398437500000000000e+00,4.398437500000000000e+00,3.992187500000000000e+00,3.992187500000000000e+00,3.996093800000000140e+00,4.000000000000000000e+00,1.984375000000000000e+00,1.988281200000000082e+00,3.875000000000000000e+00,3.859375000000000000e+00,2.007812500000000000e+00,2.003906199999999860e+00,0.000000000000000000e+00,2.003906199999999860e+00
6.371093799999999696e+00,6.382812500000000000e+00,6.386718799999999696e+00,4.398437500000000000e+00,4.398437500000000000e+00,4.394531200000000304e+00,4.398437500000000000e+00,4.394531200000000304e+00,4.394531200000000304e+00,3.988281199999999860e+00,3.988281199999999860e+00,3.992187500000000000e+00,3.996093800000000140e+00,1.980468799999999918e+00,1.984375000000000000e+00,3.871093800000000140e+00,3.855468800000000140e+00,2.011718800000000140e+00,2.007812500000000000e+00,2.003906199999999860e+00,0.000000000000000000e+00
